,beer_name,rating,review,Filtered review,sim_score
243,Lou Pepe - Framboise,4.68,"

Today our fence is being repaired after a Tornado ripped through the neighborhood almost three weeks ago, so I am celebrating by drinking Cantillon Lou Pepe Framboise (2015). It was among the best Lambics that I've ever had.

Look: dark red with an inch thick off-white head

Aroma: raspberry, white wine.

Taste: The flavor is tart raspberry, lots of raspberry, lemon, oak, white wine, and there's a very long and pleasant tart and dry raspberry after taste.

Body/Overall: medium body

 "," Today fence repaired Tornado ripped neighborhood almost three weeks ago , celebrating drinking Cantillon Lou Pepe Framboise ( 2015 ) . among best Lambics 've ever . Look : dark red inch thick off-white head Aroma : raspberry , white wine . Taste : flavor tart raspberry , lots raspberry , lemon , oak , white wine , 's long pleasant tart dry raspberry taste . Body/Overall : medium body",0.8336039813575374
244,Melcher Street (Double Dry-Hopped),4.19,"

Got this one from Gary and Carrie this past summer. Thanks, guys!

From a 16oz can into a pint glass

APPEARANCE: A hazy pour yields a two finger, medium looking, frothy, slightly foamy white head with good retention. A cloudy, muddy amber orange with no carbonation evident. Head slowly fades to a faint cap and leaves some foamy lacing on the glass. A decent wisp remains until the end leaving touches of lacing on the glass as it empties.

SMELL: Lots of passion fruit, pineapple, mango, tangerine and lemon on the nose. Really, really bold and fruit forward. Some melon as well. Super fruity and enticing. Smells great.

TASTE: Passion fruit, pineapple, mango, with lots of tropical flavors up front. Melon notes too. Big finish of tropical fruits, some melon and caramel sweetness, as well as some piney bitterness and a touch of alcohol linger on the palate.

PALATE: Medium body and medium carbonation. Semi-creamy on the palate, goes down fine with a bit of a burn and finishes mostly dry. A touch of bitterness lingers.

OVERALL: Excellent stuff. The nose on this one is out of this world. It’s a bit harsh for the ABV perhaps, but other than that, there’s lots of juicy goodness here to enjoy. Thanks again for the can, guys! Appreciate you thinking of me.

 "," Got one Gary Carrie past summer . Thanks , guys ! 16oz pint glass APPEARANCE : hazy pour yields two finger , medium looking , frothy , slightly foamy white head good retention . cloudy , muddy amber orange carbonation evident . Head slowly fades faint cap leaves foamy lacing glass . decent wisp remains end leaving touches lacing glass empties . SMELL : Lots passion fruit , pineapple , mango , tangerine lemon nose . Really , really bold fruit forward . melon well . Super fruity enticing . Smells great . TASTE : Passion fruit , pineapple , mango , lots tropical flavors front . Melon notes . Big finish tropical fruits , melon caramel sweetness , well piney bitterness touch alcohol linger palate . PALATE : Medium body medium carbonation . Semi-creamy palate , goes fine bit burn finishes mostly dry . touch bitterness lingers . OVERALL : Excellent stuff . nose one world . ’ bit harsh ABV perhaps , , ’ lots juicy goodness enjoy . Thanks , guys ! Appreciate thinking .",0.8335310441089845
245,"Somewhere, Something Incredible Is Waiting To Be Known",4.54,"

Serving: Can
Canned: Dec-7-2018


A:
Pours a thick, opaque pitch black with a thick, creamy brown head that settles to a tight little cap. Decent retention; confetti lacing. (4.25)

S:
Smooth cocoa powder, vanilla, toffee, milk chocolate, candied nuts as it warms up a little. (4.5)

T:
Mmmmm... Big sweet chocolatey wave with the tiniest hint of a roast bite, toffee and all the other components of the nose, smooth and fairly light. (4.5)

M:
Fairly full body with a thick feel, velvety carbonation and a smooth chocolate milk finish. (4.5)

O:
Damn! This is a very nice beer with a lot going on.
It pours a thick, impenetrable black with a nice creamy brown head that settles in pretty well. The aroma and flavor are on the same page, with lots of sweet, chocolatey, nutty, caramelized flavors and aromas expertly blended. They are also (along with the mouthfeel) on the same page as far as richness is concerned. That is, nothing seems ""hollow"" or out of place. Rich and vivid flavors that complement one another. Really an excellent beer. My only negative comment would be that it is pretty sweet, but that is splitting hairs at the atomic level. It tastes like it should and pairs nicely with the cold December weather. And a nice version of Terrapin Station from 1978 (as referenced on the date stamp). Excellent beer! Thanks, papillon sinus! (4.75)

 "," Serving : Canned : Dec-7-2018 : Pours thick , opaque pitch black thick , creamy brown head settles tight little cap . Decent retention ; confetti lacing . ( 4.25 ) : Smooth cocoa powder , vanilla , toffee , milk chocolate , candied nuts warms little . ( 4.5 ) : Mmmmm ... Big sweet chocolatey wave tiniest hint roast bite , toffee components nose , smooth fairly light . ( 4.5 ) : Fairly full body thick feel , velvety carbonation smooth chocolate milk finish . ( 4.5 ) : Damn ! nice beer lot going . pours thick , impenetrable black nice creamy brown head settles pretty well . aroma flavor page , lots sweet , chocolatey , nutty , caramelized flavors aromas expertly blended . also ( along mouthfeel ) page far richness concerned . , nothing seems `` hollow '' place . Rich vivid flavors complement one another . Really excellent beer . negative comment would pretty sweet , splitting hairs atomic level . tastes like pairs nicely cold December weather . nice version Terrapin Station 1978 ( referenced date stamp ) . Excellent beer ! Thanks , papillon sinus ! ( 4.75 )",0.8334777077618263
246,Saison Du Fermier,4.5,"

Blend #2
Appearance: pours a golden color with a white head that disappeared quickly. No sediment, fully translucent.

Smell: barnyard funk, tart apples, squeezed lemon, and white wine. A lot of depth with a subtle earthy spiciness.

Taste: tart green apples, lemon, barnyard funk, oak and white wine. Not one dominates over the other; it's well balanced, sweet, and tart. Flavors become more heavy and bold at room temp.

Mouthfeel: light bodied, slight spritzy feel.

Overall: excellent saison where flavors grow as a warms. Very well balanced and not overly spicy.

 "," Blend # 2 Appearance : pours golden color white head disappeared quickly . sediment , fully translucent . Smell : barnyard funk , tart apples , squeezed lemon , white wine . lot depth subtle earthy spiciness . Taste : tart green apples , lemon , barnyard funk , oak white wine . one dominates ; 's well balanced , sweet , tart . Flavors become heavy bold room temp . Mouthfeel : light bodied , slight spritzy feel . Overall : excellent saison flavors grow warms . well balanced overly spicy .",0.8334561501156603
247,Upper Case,3.88,"

Canned 6/5/17; drank 7/20/17 @ the Yarchives.

Opaque orange/yellow appearance.

A rough pour yielded a big, bright white head; decent lace.

Dry wheat, orange citrus & faint yeast notes in the nose.

Soft, medium mouthfeel.

Mild orange citrus & peanut butter flavors up front; wheat & mild clove notes on the finish. No booze heat.

Not the fruit-forward juice bomb I want in the style; this is pleasant but ultimately forgettable.

 "," Canned 6/5/17 ; drank 7/20/17 @ Yarchives . Opaque orange/yellow appearance . rough pour yielded big , bright white head ; decent lace . Dry wheat , orange citrus & faint yeast notes nose . Soft , medium mouthfeel . Mild orange citrus & peanut butter flavors front ; wheat & mild clove notes finish . booze heat . fruit-forward juice bomb want style ; pleasant ultimately forgettable .",0.8334217867046645
248,Citraquench'l,4.09,"

L: cloudy, yellow orange, nice lacing, looks like a milkshake
S: citrus all over the place
T: very citrusy, with hints of apricots and melon
F: phenomenal mouthfeel, rich, creamy and juicy
O: fantastic beer

 "," L : cloudy , yellow orange , nice lacing , looks like milkshake : citrus place : citrusy , hints apricots melon F : phenomenal mouthfeel , rich , creamy juicy : fantastic beer",0.8333516557882161
249,§ucaba,4.45,"

2018 edition. Dark mahogany color, puny tan head. Sweet aroma, brown sugar & caramel. Tastes sweet but not excessive. Very nice flavor: brown sugar, caramel, bourbon, barrel flavors with char being almost Smokey & a boozy finish. Medium body with just barely enough carbonation. Overall, it’s delicious!

 "," 2018 edition . Dark mahogany color , puny tan head . Sweet aroma , brown sugar & caramel . Tastes sweet excessive . nice flavor : brown sugar , caramel , bourbon , barrel flavors char almost Smokey & boozy finish . Medium body barely enough carbonation . Overall , ’ delicious !",0.8332977510919467
250,Double Dry Hopped Double Mosaic Daydream,4.56,"

Decanted from a 16 oz (473 ml) can into a Captain Lawrence custom tasting pint glass; canned on 4/16/19.
A: Pours a cloudy orange-yellow color, with a no more than one finger, white head, limited retention, and nice complex rings of Brussels lacing.
S: Aromas of tangerine, tutti-fruity, grapefruit, and caramel predominate with a very light pine and oregano notes.
T: Surprisingly dry, certainly at least semidry in my estimation. Flavor is cracker with fruitiness more in the lemon, lime, white grapefruit end of citrus, some very real and pronounced graininess (which adds), a vegetable piece (celery, oregano, daring I say cilantro) and a cumin-like bitterness that is really, really interesting.
M: Medium to full bodied with moderate carbonation. Creamy, juicy, and luscious.
O: Fascinating that an Other Half ""oat cream"" NEIPA really isn't that sweet. Not a criticism -- more an encouragement, keeping experimenting!

 "," Decanted 16 oz ( 473 ml ) Captain Lawrence custom tasting pint glass ; canned 4/16/19 . : Pours cloudy orange-yellow color , one finger , white head , limited retention , nice complex rings Brussels lacing . : Aromas tangerine , tutti-fruity , grapefruit , caramel predominate light pine oregano notes . : Surprisingly dry , certainly least semidry estimation . Flavor cracker fruitiness lemon , lime , white grapefruit end citrus , real pronounced graininess ( adds ) , vegetable piece ( celery , oregano , daring say cilantro ) cumin-like bitterness really , really interesting . : Medium full bodied moderate carbonation . Creamy , juicy , luscious . : Fascinating Half `` oat cream '' NEIPA really n't sweet . criticism -- encouragement , keeping experimenting !",0.833280343142409
251,Coffee Cinnamon B-Bomb,4.51,"

Bottle Date: 2016
Palate Contaminants: none

Color is a completely opaque dark brown. Fine light brown head that goes away quickly, although there's a residual sheen of very fine carbonation on the surface.

Scent is cloves, molasses, and cinnamon. It's also notably sweet. Slight bourbon, and there's a little burnt sugar that stands apart from the molasses. Slightly mentholated.

Tons of different flavors, and it evolves interestingly from the front to the back. Cocoa powder, cola, and bitter prunes up front. It's deceptively sweet, as well. Cloves, raisins, cinnamon, and smoky oak in the middle. Coffee is in there, but it hits late, along with a little black licorice. It's like a Greatest Hits of dark brews. Really good intensity, but room for improvement in the balance between bitter and sweet, and coffee and licorice isn't the best way to wrap things up. Still, it's really good.

Good medium-heavy weight. Not much alcohol for the ABV. Very well integrated carbonation, and there's a reasonable amount of it, too. My only real complaint is that the aftertaste lines up with the late (lesser) flavors than what's earlier.

 "," Bottle Date : 2016 Palate Contaminants : none Color completely opaque dark brown . Fine light brown head goes away quickly , although 's residual sheen fine carbonation surface . Scent cloves , molasses , cinnamon . 's also notably sweet . Slight bourbon , 's little burnt sugar stands apart molasses . Slightly mentholated . Tons different flavors , evolves interestingly front back . Cocoa powder , cola , bitter prunes front . 's deceptively sweet , well . Cloves , raisins , cinnamon , smoky oak middle . Coffee , hits late , along little black licorice . 's like Greatest Hits dark brews . Really good intensity , room improvement balance bitter sweet , coffee licorice n't best way wrap things . Still , 's really good . Good medium-heavy weight . much alcohol ABV . well integrated carbonation , 's reasonable amount , . real complaint aftertaste lines late ( lesser ) flavors 's earlier .",0.833269377641744
252,Gggreennn!,4.75,"

Decanted from a 16 oz (473 ml) can into a custom Sam Adams pint taster; canned on 9/14/18, code SO FRESH AND SO GGGREENNN.
A: Pours a cloudy, light orange color with one inch plus, fluffy white head displaying brief clearing and good retention. Lacing a bit soapy in this glass.
S: Aromas of pineapple, tangerine, fresh biscuit or bread, and mangos with a little white pepper and pine.
T: Fruity and more semi-dry then semi-sweet with palate basically following the nose closely. Bitterness solid and leaning more to cumin than pepper. Definitely a (pleasant) peppery aftertaste.
M: Medium bodied with medium carbonation. Creamy.
O: This can was brought back from the brewery by a friend (to whom I am grateful). Just delicious. Fruitiness fades a little as it warms, so drink up! Kudos to the brewmaster.

 "," Decanted 16 oz ( 473 ml ) custom Sam Adams pint taster ; canned 9/14/18 , code FRESH GGGREENNN . : Pours cloudy , light orange color one inch plus , fluffy white head displaying brief clearing good retention . Lacing bit soapy glass . : Aromas pineapple , tangerine , fresh biscuit bread , mangos little white pepper pine . : Fruity semi-dry semi-sweet palate basically following nose closely . Bitterness solid leaning cumin pepper . Definitely ( pleasant ) peppery aftertaste . : Medium bodied medium carbonation . Creamy . : brought back brewery friend ( grateful ) . delicious . Fruitiness fades little warms , drink ! Kudos brewmaster .",0.8332545407495919
253,Thicket,4.24,"

Appearance: Pours auburn brown with a modest head; decent retention

Smell: Tart blackberry, with defined lactic tones; hints of grain in the back

Taste: Lactic and acetic tartness from the outset, with the blackberry tones building; the tartness builds through the middle and finish but never overwhelms

Mouthfeel: Medium body with moderate carbonation; modest puckering

Overall: A nice sour, though it lacks some complexity

 "," Appearance : Pours auburn brown modest head ; decent retention Smell : Tart blackberry , defined lactic tones ; hints grain back Taste : Lactic acetic tartness outset , blackberry tones building ; tartness builds middle finish never overwhelms Mouthfeel : Medium body moderate carbonation ; modest puckering Overall : nice sour , though lacks complexity",0.8331128708506952
254,King Sue,4.1,"

$ 20.50 (Including tax and deposit)/4-pack of 16 oz cans ($ 0.32/oz) at the brewery. Reviewed 9/23/19.
On bottom of can “PKG 08/28/19 BEST BY 12/26/19” Four-pack traveled in my cooler by day and spent the nights in hotel reefers.
Appearance – 4.
First pour – Bright yellow, murky.
Body – Yellow (darker than Pseudo Sue), murky and opaque.
Head – Large (Maximum 5.5 cm, aggressive center pour), off-white, medium density, long duration, diminishing to a three mm crown and a thin complete cap. Lots of torn curtain lacing remains on the glass as the head retracts.
Lacing – Good. Lovecraftian mountainscapes of tiny to medium bubbles with deep valleys separating. See also above.
Aroma – 4 – Tropical fruits but less citrusy than expected.
Flavor – 4.25 – Very good. Very tropical fruity with some definite mango flavor without the cloying sweetness. Tastes very fresh. No alcohol (7.8 % ABV) flavor or aroma, no dimethylsulfide, no diacetyl.
Palate – 4 – Medium, creamy, soft carbonation.
Final impression and summation: 4.25. Very good example of a New England IPA, one I would actively seek.

 "," $ 20.50 ( Including tax deposit ) /4-pack 16 oz cans ( $ 0.32/oz ) brewery . Reviewed 9/23/19 . bottom “ PKG 08/28/19 BEST 12/26/19 ” Four-pack traveled cooler day spent nights hotel reefers . Appearance – 4 . First pour – Bright yellow , murky . Body – Yellow ( darker Pseudo Sue ) , murky opaque . Head – Large ( Maximum 5.5 cm , aggressive center pour ) , off-white , medium density , long duration , diminishing three mm crown thin complete cap . Lots torn curtain lacing remains glass head retracts . Lacing – Good . Lovecraftian mountainscapes tiny medium bubbles deep valleys separating . See also . Aroma – 4 – Tropical fruits less citrusy expected . Flavor – 4.25 – good . tropical fruity definite mango flavor without cloying sweetness . Tastes fresh . alcohol ( 7.8 % ABV ) flavor aroma , dimethylsulfide , diacetyl . Palate – 4 – Medium , creamy , soft carbonation . Final impression summation : 4.25 . good example New England IPA , one would actively seek .",0.8330895574033808
255,The Abyss,4.46,"

2017 bottle. Thanks to Phil for this one.

Dark brown body with a brown two finger head. Soapy, foamy, creamy. Its it an intense looking beer.
An equally intense aroma. Roasted malts, dark molasses, very woody with lots of anise, dates and dark currants.
Aggressive yet balanced taste. Roasted malts, dark molasses, oaky, intense spices, a solid dose of valilla, espresso bitterness and barrel char in the finish.
Surprisingly smooth mouth feel, drier in the finish. A good nip of alcohol. Tannins and cherries in the after taste. Heavy body medium carbonation.

 "," 2017 bottle . Thanks Phil one . Dark brown body brown two finger head . Soapy , foamy , creamy . intense looking beer . equally intense aroma . Roasted malts , dark molasses , woody lots anise , dates dark currants . Aggressive yet balanced taste . Roasted malts , dark molasses , oaky , intense spices , solid dose valilla , espresso bitterness barrel char finish . Surprisingly smooth mouth feel , drier finish . good nip alcohol . Tannins cherries taste . Heavy body medium carbonation .",0.8330466456535869
256,Black Tuesday,4.74,"

Huge beer! 2014 version. Pours jet black with minimal head. Aroma is lots of raisin and dates, caramel and bourbon. Hides ridiculous high abv very well. Only a slight hint of booziness. Lots of dark fruits, caramel, molasses, almost a little cherry, cocoa. Awesome, complex huge beer.

 "," Huge beer ! 2014 version . Pours jet black minimal head . Aroma lots raisin dates , caramel bourbon . Hides ridiculous high abv well . slight hint booziness . Lots dark fruits , caramel , molasses , almost little cherry , cocoa . Awesome , complex huge beer .",0.8330431915215065
257,4th Anniversary,4.59,"

Tall can - 2/2/18

Great looking NE IPA, over hazed, on the lighter side of yellow squash soup, leaves great looking and plentiful fine bits of lacing.

Fruity juicy sniff, with bananas, ripe pineapple.

Over the top, juicy, flavorful, complex and simply delicious, 10% alcohol masterfully hidden...notes of ripe pineapple, mango, soft banana....world class....go get some....

 "," Tall - 2/2/18 Great looking NE IPA , hazed , lighter side yellow squash soup , leaves great looking plentiful fine bits lacing . Fruity juicy sniff , bananas , ripe pineapple . top , juicy , flavorful , complex simply delicious , 10 % alcohol masterfully hidden ... notes ripe pineapple , mango , soft banana ... .world class ... .go get ... .",0.832986813712388
258,Trappist Westvleteren 8 (VIII),4.54,"

Poured to a Leffe chalice.

A: The body is dark brown with a high haziness but not ""dirty"". Head has an amazing retention at one finger thick and is white. Plus, lots of lacing.
S: The aroma has tons of things. Raisins, blackberries, other berries, dark fruits, belgian ale yeast and a roasty malt profile. It's really amazing despite not being my type of beer. Alcohol is noticeable.
T: The taste has a beginning with raisins and blueberries. There's also a sense of dried fruits. In the back, a belgian yeast covers every flavour graciously, including the roastiness of the malts. Well done indeed.
M: Body is medium high. Carbonation is perfect. Alcohol is noticeable after the swallow, slightly. Really good.
O: Only my second Westy, and but thankfully also as good as 12. Remarkable despite being far from my kind of dubbels. Praise this beer!

 "," Poured Leffe chalice . : body dark brown high haziness `` dirty '' . Head amazing retention one finger thick white . Plus , lots lacing . : aroma tons things . Raisins , blackberries , berries , dark fruits , belgian ale yeast roasty malt profile . 's really amazing despite type beer . Alcohol noticeable . : taste beginning raisins blueberries . 's also sense dried fruits . back , belgian yeast covers every flavour graciously , including roastiness malts . Well done indeed . : Body medium high . Carbonation perfect . Alcohol noticeable swallow , slightly . Really good . : second Westy , thankfully also good 12 . Remarkable despite far kind dubbels . Praise beer !",0.8329646211692244
259,Society & Solitude #4,4.67,"

12 oz can from egrandfield
8/5/19

L : JUICE. Pure juice. Tons of acidic head clinging on in ropes beautifully. The glass looks like we're taking a ride through a car wash!

S : Peach pit. Slight dank socks. Amazing dank wet grass. Slight hash pipe. Wow, wow, wow.

T : At first, it didn't catch me much. That first sip yields a lot of wet grass and dry grass alike, with some pine and socks, but hold it...hold it...the finish...the finish brings ALL of the flavors forth. Once it's swallowed, the beer completely coats the palate and brings the most amazing papaya-mango-orange juice blast that sits, and sits, and settles on the palate. Incredible, guys.

F : Juicy, acidic, slightly resinous but not overly so, more acid, juice, resin, it continues....resiny finish. Moderate carb, moderate alcohol warmth - just enough to warm you up.

O : Was not disappointed in the least. Very, very good stuff, and I can't wait to procure more of what these guys have done. Very well done. A+

 "," 12 oz egrandfield 8/5/19 L : JUICE . Pure juice . Tons acidic head clinging ropes beautifully . glass looks like 're taking ride car wash ! : Peach pit . Slight dank socks . Amazing dank wet grass . Slight hash pipe . Wow , wow , wow . : first , n't catch much . first sip yields lot wet grass dry grass alike , pine socks , hold ... hold ... finish ... finish brings flavors forth . 's swallowed , beer completely coats palate brings amazing papaya-mango-orange juice blast sits , sits , settles palate . Incredible , guys . F : Juicy , acidic , slightly resinous overly , acid , juice , resin , continues ... .resiny finish . Moderate carb , moderate alcohol warmth - enough warm . : disappointed least . , good stuff , ca n't wait procure guys done . well done . A+",0.8326643719440093
260,CBS (Canadian Breakfast Stout),4.91,"

Pours black with 1/2 inch brown head, which quickly dissipates. Moderate lacing.

Strong maple aroma, also coffee, molasses.

Strong taste of maple, plus coffee, chocolate, molasses.

Full bodied, thick mouthfeel. Light carbonation. Sweet finish.

Amazing entry from Founders. So much maple flavor, you could put it on pancakes. A bit pricey.

 "," Pours black 1/2 inch brown head , quickly dissipates . Moderate lacing . Strong maple aroma , also coffee , molasses . Strong taste maple , plus coffee , chocolate , molasses . Full bodied , thick mouthfeel . Light carbonation . Sweet finish . Amazing entry Founders . much maple flavor , could put pancakes . bit pricey .",0.8326100378292624
261,Galaxy Dry Hopped Fort Point Pale Ale,4.61,"

16oz can poured into speiglau glass. Canned on 05-MAY-17 09:01

Deep mango purée in color with a great tuft of foam atop. The scent of apricots, tangerines/clementines, and other bright citrus fruits burst out of the glass. The taste has a great pungent hop pang, bringing citrus fruits, peaches, pineapple, and melon rinds. Fine finish with a lingering bitter character. Exceptional brew.

 "," 16oz poured speiglau glass . Canned 05-MAY-17 09:01 Deep mango purée color great tuft foam atop . scent apricots , tangerines/clementines , bright citrus fruits burst glass . taste great pungent hop pang , bringing citrus fruits , peaches , pineapple , melon rinds . Fine finish lingering bitter character . Exceptional brew .",0.8325761985872638
262,Doubleganger,4.22,"

Pours like a golden slurry. Mango, sugar cane, pineapple, and grapefruit on the nose. There's a lot of Dole Pineapple with some zesty grapefruit. It's not as intense as I would have expected having had side by sides of other TH beers. Solid, just not great.

 "," Pours like golden slurry . Mango , sugar cane , pineapple , grapefruit nose . 's lot Dole Pineapple zesty grapefruit . 's intense would expected side sides TH beers . Solid , great .",0.8323570718058636
263,DFPF,4.75,"

Pours beautiful pink/ruby with white reddish head.
Aroma has sweet red berries, sour, funk, pineapple.
Taste is red berries, pineapple, passion fruit, mango, peach, lemon, sour, funk.

 "," Pours beautiful pink/ruby white reddish head . Aroma sweet red berries , sour , funk , pineapple . Taste red berries , pineapple , passion fruit , mango , peach , lemon , sour , funk .",0.8323067650101691
264,Bourbon Barrel Champion Ground,4.19,"

Received from @SomethingClever – Thanks Dave!
Undated bottle (Other than 2016) stored at 42 degrees. Served at 50 degrees in a hand washed and dried Jester King snifter.
Aroma – coffee – no bourbon, no barrel. It does fade as the brew warms in my glass.
Head small (Maximum 1.5 cm, aggressive pour), tan, medium density and average retention, diminishing to a four mm ring of tiny to small bubbles and a thin partial layer.
Lacing – none.
Body – dark brown/black, opaque.
Flavor – wow! Coffee with stout added. Initially a little bourbon comes through, but when it warms on my tongue, the barrel and the alcohol become very noticeable. There is also a little of the char from the barrel present which contributes heavily to the aftertaste. No hops, no diacetyl.
Palate – medium, creamy, lively carbonation.

Interesting beer – quite unlike any prior coffee BBA stout I’ve ever had. This has more depth of taste than most, once you get past that initial blast of coffee. This grows on me with each swallow.

Appearance – 4, Aroma 3.75, Flavor 4.5, Palate 4, Overall 4.25.

 "," Received @ SomethingClever – Thanks Dave ! Undated bottle ( 2016 ) stored 42 degrees . Served 50 degrees hand washed dried Jester King snifter . Aroma – coffee – bourbon , barrel . fade brew warms glass . Head small ( Maximum 1.5 cm , aggressive pour ) , tan , medium density average retention , diminishing four mm ring tiny small bubbles thin partial layer . Lacing – none . Body – dark brown/black , opaque . Flavor – wow ! Coffee stout added . Initially little bourbon comes , warms tongue , barrel alcohol become noticeable . also little char barrel present contributes heavily aftertaste . hops , diacetyl . Palate – medium , creamy , lively carbonation . Interesting beer – quite unlike prior coffee BBA stout ’ ever . depth taste , get past initial blast coffee . grows swallow . Appearance – 4 , Aroma 3.75 , Flavor 4.5 , Palate 4 , Overall 4.25 .",0.8322866948426978
265,Trappistes Rochefort 10,4.34,"

""Best before November 2023""; drank 6/17/19 @ the Yarchives.

Opaque brown/orange appearance.

An even pour yielded a nice khaki head; a thick curtain of lace.

Tobacco, clove, cream & black pepper notes in the nose.

Creamy medium thick mouthfeel.

Plum, clove, tobacco & caramel flavors up front; cream & black pepper notes on the finish.

Not much more you could ask of a quad.

 "," '' Best November 2023 '' ; drank 6/17/19 @ Yarchives . Opaque brown/orange appearance . even pour yielded nice khaki head ; thick curtain lace . Tobacco , clove , cream & black pepper notes nose . Creamy medium thick mouthfeel . Plum , clove , tobacco & caramel flavors front ; cream & black pepper notes finish . much could ask quad .",0.8322033916550641
266,Dinner,4.77,"

32 oz crowler poured into a teku

A- A slightly hazy golden orange with a two finger white head.

S- Blueberries, melons, peaches, citrus, hints of tropical fruits, earthy, a little piney dankness, hints of caramel malts. Incredibly well balanced nose.

T- Melons, peaches, citrus, some blueberries, touch of tropical fruits, earth, nice piney finish. Again this has an amazing balance of flavors.

M- Smooth, light to medium body.

O- Very easy to drink and well balanced. No one flavor takes center stage and they all work well together. The balance reminds me a lot of Pliny The Elder. This is a very impressive beer.

 "," 32 oz crowler poured teku A- slightly hazy golden orange two finger white head . S- Blueberries , melons , peaches , citrus , hints tropical fruits , earthy , little piney dankness , hints caramel malts . Incredibly well balanced nose . T- Melons , peaches , citrus , blueberries , touch tropical fruits , earth , nice piney finish . amazing balance flavors . M- Smooth , light medium body . O- easy drink well balanced . one flavor takes center stage work well together . balance reminds lot Pliny Elder . impressive beer .",0.8321277480930115
267,King Julius,4.82,"

A: Turbid gold/yellow with thick head and thick foamy lacing.
N: Loads of juice/tropical, fresh citrus, reminds me a fresh cut fruit.
T: Follows the nose, big tropical hit with clean citrus, some malt and biscuit notes.
M: Creamy, smooth, soft, and low bite.
O: One of the best NEIPA I have had so far, this is the benchmark for others to hit. FANTASTIC STUFF

 "," : Turbid gold/yellow thick head thick foamy lacing . N : Loads juice/tropical , fresh citrus , reminds fresh cut fruit . : Follows nose , big tropical hit clean citrus , malt biscuit notes . : Creamy , smooth , soft , low bite . : One best NEIPA far , benchmark others hit . FANTASTIC STUFF",0.8321084852410519
268,Adam From The Wood,4.64,"

Appearance- The beer poured a deep murky brown color with mocha bubbles clinging to the sides of the glass.

Smell - The nose is that of magnificent sweet dark fruits with a hint of booze.

Taste - I detect prunes, nuts, caramel, raisins, and a slight vanilla presence with the wood coming through at the end. The overall profile is like that of a port.

Mouthfeel- Even with little carbonation, this still seems a bit thin.

Overall - I wanted this one forba long time. It was worth the wait.

 "," Appearance- beer poured deep murky brown color mocha bubbles clinging sides glass . Smell - nose magnificent sweet dark fruits hint booze . Taste - detect prunes , nuts , caramel , raisins , slight vanilla presence wood coming end . overall profile like port . Mouthfeel- Even little carbonation , still seems bit thin . Overall - wanted one forba long time . worth wait .",0.8320296264872076
269,Caffè Americano,4.0,"

Poured into a 16 oz Snulip glass not sure when it was bottled and don’t care. Pours midnight black with a 2 plus finger head that falls at record speed and leaves no lace. 4

Smell is roasty coffee, dark chocolate, vanilla, toffee, and roasted hazelnut. 4

Taste follows alcohol upfront, cocoa nibs, Expresso beans, vanilla, toffee, and some hazelnut in the bold finish. 4

Mouthfeel is a little bigger than average, moderate carbonation, a touch dry, and drinks easy enough, but the alcohol is around. 4

Overall this is a very nice stout, big and bold, and hits on all the usual expectations, with a little extra booze in the long lingering finish. Thanks Jzeilinger for this roast bold treat.

 "," Poured 16 oz Snulip glass sure bottled ’ care . Pours midnight black 2 plus finger head falls record speed leaves lace . 4 Smell roasty coffee , dark chocolate , vanilla , toffee , roasted hazelnut . 4 Taste follows alcohol upfront , cocoa nibs , Expresso beans , vanilla , toffee , hazelnut bold finish . 4 Mouthfeel little bigger average , moderate carbonation , touch dry , drinks easy enough , alcohol around . 4 Overall nice stout , big bold , hits usual expectations , little extra booze long lingering finish . Thanks Jzeilinger roast bold treat .",0.8319499741175923
270,Hommage,3.93,"

Color of tomato juice with no head.
Aroma with predominant notes of beet and raspberries.
Flavor with notes of raspberries, lemon, vinegar, sour cherries and earth. Dry aftertaste with a decent acidity.
Medium body with perfect carbonation.
Tons of berries like fruits balance its decent tart liquid.

 "," Color tomato juice head . Aroma predominant notes beet raspberries . Flavor notes raspberries , lemon , vinegar , sour cherries earth . Dry aftertaste decent acidity . Medium body perfect carbonation . Tons berries like fruits balance decent tart liquid .",0.8319466419262914
271,Double Stack,3.97,"

Thanks to Jim S. for this 16 oz. can, a long-time want finally coming off the board.

The black pour looks sticky & swishing like a wine snob proves it to be true. The nose is spot on as advertised: coffee, roast, sweet syrup. Lovely.

Double Stack is more subtle than I expected (with no basis for my assumption). The maple syrup & roast blend seamlessly, neither more dominant than the other. Beyond the core there is a deep bitterness from the coffee, cocoa, touch of vanilla. No hint of booziness, but smooth, sticky, & very easy to drink. Not too sweet at all.

In hoping for a maple syrup bomb, what I received was more like a standard issue breakfast stout that’s finely balanced. Very good beer.

 "," Thanks Jim S. 16 oz . , long-time want finally coming board . black pour looks sticky & swishing like wine snob proves true . nose spot advertised : coffee , roast , sweet syrup . Lovely . Double Stack subtle expected ( basis assumption ) . maple syrup & roast blend seamlessly , neither dominant . Beyond core deep bitterness coffee , cocoa , touch vanilla . hint booziness , smooth , sticky , & easy drink . sweet . hoping maple syrup bomb , received like standard issue breakfast stout ’ finely balanced . good beer .",0.831901709266364
